0.024877,0.481818,0.120554,0.000000,Homer
0.000000,0.584900,0.298066,0.000000,Homer
0.000000,0.715885,0.167062,0.000000,Homer
0.000000,0.731699,0.076134,0.000000,Homer
0.000000,0.385668,0.310899,0.000000,Homer
0.000000,0.558654,0.058994,0.000000,Homer
0.000000,0.707239,0.069682,0.000000,Homer
0.000000,0.719884,0.165189,0.000000,Homer
0.000000,0.702441,0.096943,0.000000,Homer
0.000000,0.569678,0.071975,0.000000,Homer
0.005822,0.402343,0.057772,0.000426,Homer
0.018744,0.563896,0.156135,0.018096,Homer
0.000000,0.602198,0.108372,0.000000,Homer
0.000000,0.452580,0.072179,0.000000,Homer
0.000000,0.573759,0.189700,0.000000,Homer
0.000000,0.492220,0.224366,0.000000,Homer
0.000000,0.674153,0.128171,0.000000,Homer
0.000000,0.569208,0.117369,0.000000,Homer
0.025075,0.631971,0.111666,0.010293,Homer
0.000000,0.626296,0.089050,0.000000,Homer
0.000000,0.572994,0.076912,0.000000,Homer
0.000000,0.588116,0.105405,0.000000,Homer
0.000000,0.652891,0.086220,0.000000,Homer
0.000000,0.747055,0.057665,0.000000,Homer
0.012403,0.592998,0.116110,0.007891,Homer
0.000000,0.537960,0.072639,0.000000,Homer
0.000000,0.515796,0.187422,0.000000,Homer
0.000000,0.533365,0.167501,0.000000,Homer
0.000000,0.532115,0.343926,0.000000,Homer
0.000000,0.578656,0.087339,0.000000,Homer
0.000000,0.582832,0.252014,0.000000,Homer
0.000000,0.642687,0.074430,0.000000,Homer
0.000000,0.223719,0.085936,0.000000,Homer
0.000000,0.634027,0.105251,0.000000,Homer
0.000000,0.642851,0.091984,0.000000,Homer
0.000000,0.661586,0.064839,0.000000,Homer
0.000000,0.454803,0.152574,0.000000,Homer
0.000000,0.559552,0.091789,0.000000,Homer
0.000000,0.533483,0.308325,0.000000,Homer
0.000000,0.698266,0.056050,0.000000,Homer
0.005256,0.651535,0.069840,0.000000,Homer
0.000000,0.411998,0.075245,0.000000,Homer
0.000000,0.687440,0.080583,0.000000,Homer
0.000000,0.742509,0.058171,0.000000,Homer
0.000000,0.465968,0.274353,0.000000,Homer
0.000000,0.578344,0.278037,0.000000,Homer
0.000000,0.557881,0.052328,0.000000,Homer
0.000000,0.613999,0.114462,0.000000,Homer
0.000000,0.581558,0.228829,0.000000,Homer
0.000000,0.577208,0.000000,0.000000,Homer
0.000000,0.569678,0.071975,0.000000,Homer
0.000000,0.451555,0.244228,0.000000,Homer
0.000000,0.337778,0.113272,0.000000,Homer
0.000000,0.453511,0.000000,0.000000,Homer
0.000000,0.542951,0.136620,0.000000,Homer
0.000000,0.723322,0.120291,0.000000,Homer
0.000000,0.540781,0.139467,0.000000,Homer
0.000000,0.579306,0.098025,0.000000,Homer
0.000000,0.539036,0.274803,0.000000,Homer
0.000000,0.636364,0.197513,0.000000,Homer
0.000000,0.640092,0.123734,0.000000,Homer
0.000000,0.720752,0.175327,0.000000,Homer
0.068861,0.603634,0.106023,0.034952,Bart
0.036564,0.663399,0.124532,0.042052,Bart
0.053806,0.632869,0.133902,0.041394,Bart
0.096551,0.462141,0.363946,0.000000,Bart
0.000000,0.704178,0.074196,0.000000,Bart
0.000000,0.695249,0.082303,0.070097,Bart
0.043490,0.579816,0.144503,0.045506,Bart
0.058296,0.594746,0.131485,0.027649,Bart
0.078886,0.515173,0.190021,0.051189,Bart
0.050049,0.376652,0.094563,0.031839,Bart
0.195454,0.396955,0.205683,0.000000,Bart
0.118873,0.452814,0.215992,0.068667,Bart
0.057388,0.567769,0.139040,0.033989,Bart
0.051262,0.552856,0.203681,0.071128,Bart
0.046582,0.673078,0.087573,0.038799,Bart
0.007217,0.415941,0.019146,0.007372,Bart
0.171644,0.373430,0.193469,0.000000,Bart
0.000000,0.727785,0.099090,0.000000,Bart
0.020873,0.687004,0.066555,0.003311,Bart
0.000000,0.565512,0.285455,0.000000,Bart
0.082565,0.535997,0.180144,0.000000,Bart
0.000000,0.575232,0.261187,0.000000,Bart
0.083758,0.494662,0.179545,0.075673,Bart
0.060858,0.563981,0.110835,0.009989,Bart
0.020542,0.622663,0.055021,0.014801,Bart
0.063113,0.619929,0.120512,0.000000,Bart
0.083480,0.498305,0.233018,0.082382,Bart
0.000000,0.540415,0.168256,0.000000,Bart
0.099285,0.454793,0.246839,0.000000,Bart
0.000000,0.602995,0.127825,0.028873,Bart
0.000000,0.531059,0.260876,0.000000,Bart
0.053562,0.625889,0.108228,0.043257,Bart
0.076310,0.632957,0.122033,0.054379,Bart
0.000000,0.474578,0.149070,0.140486,Bart
0.000000,0.437390,0.169942,0.000000,Bart
0.034515,0.618982,0.116847,0.038080,Bart
0.000000,0.584025,0.158527,0.030840,Bart
0.013334,0.534145,0.078067,0.013828,Bart
0.030170,0.473709,0.146846,0.022241,Bart
0.101545,0.543646,0.293179,0.000000,Bart
0.000000,0.325103,0.214073,0.000000,Bart
0.044426,0.676685,0.068924,0.015518,Bart
0.086672,0.631277,0.152815,0.039218,Bart
0.081136,0.525472,0.164400,0.058222,Bart
0.062424,0.462286,0.192552,0.000000,Bart
0.000000,0.538814,0.030526,0.148572,Bart
0.000000,0.718447,0.108123,0.017732,Bart
